character	token	ferquency(per million)	total coverage rate(%)
防	406226	213.99207 	84.89068 
据	405279	213.49321 	84.91203 
猛	403183	212.38908 	84.93327 
骑	402931	212.25633 	84.95450 
土	402279	211.91287 	84.97569 
卡	402256	211.90075 	84.99688 
助	401900	211.71322 	85.01805 
京	399657	210.53165 	85.03910 
银	399570	210.48582 	85.06015 
贵	399328	210.35834 	85.08119 
永	399313	210.35044 	85.10222 
质	398905	210.13551 	85.12323 
屋	398799	210.07967 	85.14424 
须	397623	209.46018 	85.16519 
副	396897	209.07773 	85.18610 
换	396459	208.84700 	85.20698 
刺	394555	207.84401 	85.22776 
属	394530	207.83084 	85.24855 
闻	394529	207.83032 	85.26933 
境	394043	207.57430 	85.29009 
禁	393943	207.52162 	85.31084 
阴	393419	207.24559 	85.33157 
共	393083	207.06859 	85.35227 
负	391986	206.49071 	85.37292 
弄	391479	206.22364 	85.39354 
翻	391454	206.21047 	85.41416 
虎	391382	206.17254 	85.43478 
层	390823	205.87807 	85.45537 
喊	390618	205.77008 	85.47595 
逃	388318	204.55848 	85.49640 
晓	388267	204.53162 	85.51686 
座	388236	204.51529 	85.53731 
雅	387226	203.98324 	85.55771 
参	387049	203.89000 	85.57809 
射	386983	203.85523 	85.59848 
婚	386955	203.84048 	85.61886 
险	386142	203.41221 	85.63921 
君	385417	203.03029 	85.65951 
划	385366	203.00342 	85.67981 
坚	385150	202.88964 	85.70010 
价	384863	202.73845 	85.72037 
柔	384782	202.69578 	85.74064 
超	383924	202.24381 	85.76087 
扬	383219	201.87243 	85.78105 
科	383049	201.78287 	85.80123 
按	382695	201.59639 	85.82139 
狠	382360	201.41992 	85.84153 
野	381317	200.87049 	85.86162 
秦	381190	200.80359 	85.88170 
秘	380904	200.65293 	85.90177 
熟	379833	200.08875 	85.92177 
置	379704	200.02079 	85.94178 
仙	379429	199.87593 	85.96176 
模	378985	199.64204 	85.98173 
伸	378380	199.32333 	86.00166 
波	377782	199.00832 	86.02156 
肉	377486	198.85239 	86.04145 
假	377294	198.75125 	86.06132 
齐	376615	198.39356 	86.08116 
舞	376446	198.30454 	86.10099 
脱	375299	197.70032 	86.12076 
广	374959	197.52122 	86.14051 
姑	374941	197.51173 	86.16026 
麻	374419	197.23675 	86.17999 
投	373978	197.00444 	86.19969 
顶	372322	196.13209 	86.21930 
致	370734	195.29557 	86.23883 
责	370704	195.27976 	86.25836 
景	369788	194.79723 	86.27784 
营	369626	194.71189 	86.29731 
维	369458	194.62339 	86.31677 
设	369436	194.61181 	86.33623 
坏	365836	192.71539 	86.35551 
啦	365599	192.59055 	86.37476 
秀	364108	191.80512 	86.39394 
败	364055	191.77720 	86.41312 
眉	363007	191.22513 	86.43225 
州	362849	191.14190 	86.45136 
药	361732	190.55349 	86.47041 
承	361606	190.48711 	86.48946 
案	361285	190.31801 	86.50850 
狼	360398	189.85076 	86.52748 
专	360222	189.75805 	86.54646 
偷	359993	189.63741 	86.56542 
画	359784	189.52732 	86.58437 
吴	358239	188.71344 	86.60324 
店	356601	187.85057 	86.62203 
哦	356333	187.70940 	86.64080 
弹	355948	187.50659 	86.65955 
食	353226	186.07269 	86.67816 
欲	353022	185.96522 	86.69675 
抬	352793	185.84459 	86.71534 
标	352517	185.69920 	86.73391 
秋	352446	185.66180 	86.75247 
厉	352288	185.57857 	86.77103 
良	352124	185.49218 	86.78958 
际	352008	185.43107 	86.80813 
状	351779	185.31044 	86.82666 
烦	350929	184.86267 	86.84514 
午	350826	184.80841 	86.86362 
摆	349256	183.98137 	86.88202 
戏	347524	183.06898 	86.90033 
桌	346095	182.31621 	86.91856 
船	345686	182.10076 	86.93677 
短	345480	181.99224 	86.95497 
村	343959	181.19101 	86.97309 
某	342978	180.67424 	86.99116 
摸	342354	180.34553 	87.00919 
付	342108	180.21594 	87.02721 
演	341366	179.82507 	87.04519 
规	341239	179.75817 	87.06317 
萧	341190	179.73235 	87.08114 
封	341037	179.65176 	87.09911 
握	340839	179.54745 	87.11706 
田	339958	179.08336 	87.13497 
唐	339749	178.97326 	87.15287 
藏	339641	178.91637 	87.17076 
震	338757	178.45070 	87.18861 
混	338565	178.34955 	87.20644 
虚	337176	177.61786 	87.22420 
透	336303	177.15798 	87.24192 
纪	335852	176.92040 	87.25961 
凌	335556	176.76447 	87.27729 
休	334462	176.18817 	87.29491 
嘛	334431	176.17184 	87.31252 
梅	333631	175.75042 	87.33010 
紫	332619	175.21732 	87.34762 
歌	332504	175.15674 	87.36514 
临	332190	174.99133 	87.38263 
毒	331576	174.66788 	87.40010 
宗	329551	173.60115 	87.41746 
著	329248	173.44154 	87.43481 
索	329201	173.41678 	87.45215 
印	328075	172.82362 	87.46943 
寻	328045	172.80782 	87.48671 
湖	327739	172.64662 	87.50397 
劲	327635	172.59184 	87.52123 
职	326699	172.09877 	87.53844 
技	326479	171.98288 	87.55564 
恨	326212	171.84223 	87.57283 
婆	325914	171.68525 	87.59000 
杰	324690	171.04047 	87.60710 
羽	322339	169.80201 	87.62408 
咱	321520	169.37057 	87.64102 
素	320732	168.95547 	87.65791 
凡	320342	168.75003 	87.67479 
值	320306	168.73106 	87.69166 
飘	319989	168.56407 	87.70852 
养	319753	168.43975 	87.72536 
嘿	319099	168.09524 	87.74217 
普	317637	167.32508 	87.75890 
宁	316587	166.77196 	87.77558 
吓	316375	166.66029 	87.79225 
兽	315293	166.09031 	87.80885 
夏	314864	165.86432 	87.82544 
读	313506	165.14895 	87.84196 
街	313485	165.13789 	87.85847 
牛	313393	165.08943 	87.87498 
仿	313234	165.00567 	87.89148 
胸	313164	164.96879 	87.90798 
浪	312811	164.78284 	87.92445 
富	312299	164.51313 	87.94091 
尚	311735	164.21602 	87.95733 
宇	311167	163.91681 	87.97372 
骨	310699	163.67028 	87.99009 
智	310406	163.51593 	88.00644 
纷	308101	162.30170 	88.02267 
升	307512	161.99143 	88.03887 
叔	306516	161.46676 	88.05501 
善	305341	160.84779 	88.07110 
弱	305241	160.79511 	88.08718 
架	304618	160.46693 	88.10322 
卖	303880	160.07816 	88.11923 
袋	303806	160.03918 	88.13524 
网	303788	160.02970 	88.15124 
朱	302713	159.46341 	88.16719 
骂	302419	159.30853 	88.18312 
雄	302005	159.09045 	88.19903 
赛	301766	158.96455 	88.21492 
略	301716	158.93821 	88.23082 
杯	301690	158.92451 	88.24671 
施	301591	158.87236 	88.26260 
墙	301301	158.71959 	88.27847 
环	300871	158.49308 	88.29432 
罪	300821	158.46674 	88.31016 
牙	300629	158.36560 	88.32600 
窗	298137	157.05286 	88.34171 
柳	297897	156.92643 	88.35740 
厅	297396	156.66251 	88.37306 
搞	297225	156.57243 	88.38872 
端	296020	155.93766 	88.40432 
洞	295409	155.61580 	88.41988 
适	295023	155.41246 	88.43542 
拥	294913	155.35452 	88.45095 
释	294626	155.20333 	88.46647 
洋	293496	154.60807 	88.48193 
肩	292627	154.15030 	88.49735 
魂	291928	153.78208 	88.51273 
闹	291121	153.35696 	88.52806 
蒙	290989	153.28743 	88.54339 
洗	290306	152.92764 	88.55869 
灯	290150	152.84546 	88.57397 
借	289749	152.63422 	88.58923 
伯	289144	152.31552 	88.60446 
免	289084	152.28391 	88.61969 
菜	288767	152.11692 	88.63490 
验	288664	152.06266 	88.65011 
凤	288364	151.90463 	88.66530 
鱼	288142	151.78768 	88.68048 
徐	287405	151.39945 	88.69562 
型	286621	150.98645 	88.71072 
娜	286464	150.90375 	88.72581 
暴	286045	150.68302 	88.74088 
亡	286000	150.65932 	88.75594 
讨	282187	148.65070 	88.77081 
辈	281934	148.51743 	88.78566 
懂	281376	148.22348 	88.80048 
腿	280952	148.00013 	88.81528 
灭	280837	147.93955 	88.83008 
妙	280421	147.72041 	88.84485 
效	279884	147.43753 	88.85959 
危	279881	147.43595 	88.87434 
优	279594	147.28476 	88.88906 
盘	279546	147.25948 	88.90379 
套	278641	146.78274 	88.91847 
丁	278627	146.77536 	88.93315 
趣	278572	146.74639 	88.94782 
妖	278201	146.55096 	88.96248 
束	277980	146.43454 	88.97712 
杂	277650	146.26070 	88.99175 
诗	277494	146.17852 	89.00636 
迎	276814	145.82031 	89.02095 
舍	276743	145.78291 	89.03552 
旧	275220	144.98062 	89.05002 
彩	274800	144.75937 	89.06450 
委	274305	144.49862 	89.07895 
挂	273923	144.29739 	89.09338 
笔	273860	144.26420 	89.10780 
狗	273402	144.02293 	89.12221 
鲜	273041	143.83277 	89.13659 
纸	273013	143.81802 	89.15097 
抗	272796	143.70371 	89.16534 
探	272677	143.64102 	89.17971 
韩	272550	143.57412 	89.19406 
尼	272244	143.41292 	89.20840 
控	271743	143.14901 	89.22272 
惜	271651	143.10054 	89.23703 
珠	271642	143.09580 	89.25134 
抽	270738	142.61959 	89.26560 
创	270394	142.43838 	89.27984 
归	270263	142.36937 	89.29408 
挺	269816	142.13390 	89.30829 
奋	269740	142.09386 	89.32250 
陪	269126	141.77042 	89.33668 
硬	268057	141.20729 	89.35080 
避	268046	141.20150 	89.36492 
园	267608	140.97077 	89.37902 
托	267516	140.92230 	89.39311 
训	267251	140.78271 	89.40719 
勇	266642	140.46190 	89.42124 
聊	265573	139.89877 	89.43523 
奶	265359	139.78604 	89.44920 
庄	264912	139.55057 	89.46316 
奔	264800	139.49157 	89.47711 
镇	264517	139.34249 	89.49104 
拳	264501	139.33406 	89.50498 
采	264104	139.12493 	89.51889 
研	263794	138.96162 	89.53278 
配	262063	138.04977 	89.54659 
介	261749	137.88436 	89.56038 
尊	260962	137.46978 	89.57413 
冒	258486	136.16547 	89.58774 
虑	257747	135.77618 	89.60132 
敬	255846	134.77477 	89.61480 
丹	255714	134.70523 	89.62827 
舒	255489	134.58671 	89.64173 
蛋	255478	134.58091 	89.65518 
哼	255327	134.50137 	89.66863 
宋	255294	134.48399 	89.68208 
济	255044	134.35229 	89.69552 
妇	254489	134.05993 	89.70892 
箭	254320	133.97090 	89.72232 
择	254252	133.93508 	89.73571 
犯	254131	133.87134 	89.74910 
欣	253814	133.70435 	89.76247 
甲	253580	133.58108 	89.77583 
欧	253543	133.56159 	89.78919 
课	253331	133.44992 	89.80253 
扑	252812	133.17652 	89.81585 
菲	252624	133.07748 	89.82916 
燕	251483	132.47643 	89.84240 
曲	250151	131.77475 	89.85558 
躲	249450	131.40548 	89.86872 
玄	249249	131.29960 	89.88185 
幻	248831	131.07940 	89.89496 
茶	248811	131.06887 	89.90807 
折	248570	130.94191 	89.92116 
伊	248425	130.86553 	89.93425 
傻	248211	130.75280 	89.94732 
姓	248203	130.74858 	89.96040 
源	247962	130.62163 	89.97346 
洛	247888	130.58265 	89.98652 
遍	247865	130.57053 	89.99958 
臣	247343	130.29555 	90.01261 
弃	247281	130.26289 	90.02563 
犹	246801	130.01004 	90.03863 
占	246282	129.73664 	90.05161 
漂	245966	129.57018 	90.06456 
挑	245886	129.52803 	90.07752 
获	245741	129.45165 	90.09046 
绿	245485	129.31679 	90.10339 
峰	245132	129.13084 	90.11631 
俊	244925	129.02180 	90.12921 
疯	244767	128.93857 	90.14210 
列	244324	128.70520 	90.15497 
森	243708	128.38070 	90.16781 
妻	243636	128.34278 	90.18064 
恋	243571	128.30854 	90.19348 
误	243473	128.25691 	90.20630 
拜	242993	128.00406 	90.21910 
伟	242973	127.99352 	90.23190 
移	242884	127.94664 	90.24470 
纳	242616	127.80546 	90.25748 
党	242508	127.74857 	90.27025 
罢	242362	127.67166 	90.28302 
腰	241952	127.45568 	90.29576 
巧	241945	127.45199 	90.30851 
孤	241832	127.39246 	90.32125 
闭	241527	127.23180 	90.33397 
圆	240477	126.67868 	90.34664 
碰	240438	126.65813 	90.35931 
镜	239736	126.28833 	90.37193 
软	239536	126.18297 	90.38455 
厚	239064	125.93433 	90.39715 
累	238891	125.84320 	90.40973 
昨	238837	125.81475 	90.42231 
幽	238716	125.75101 	90.43489 
悲	238519	125.64724 	90.44745 
丈	238063	125.40703 	90.45999 
牌	237160	124.93134 	90.47249 
降	236721	124.70009 	90.48496 
颜	236409	124.53573 	90.49741 
劳	236325	124.49148 	90.50986 
偏	236193	124.42195 	90.52230 
省	235937	124.28709 	90.53473 
糊	235912	124.27392 	90.54716 
馆	235908	124.27181 	90.55958 
烧	235818	124.22440 	90.57201 
谓	235703	124.16382 	90.58442 
财	235676	124.14960 	90.59684 
舰	235654	124.13801 	90.60925 
汗	235293	123.94784 	90.62165 
奈	235258	123.92941 	90.63404 
操	235165	123.88042 	90.64643 
迹	234061	123.29885 	90.65876 
尸	233817	123.17031 	90.67107 
悄	233784	123.15293 	90.68339 
残	232905	122.68989 	90.69566 
尖	232729	122.59718 	90.70792 
鲁	232665	122.56346 	90.72017 
锋	232525	122.48971 	90.73242 
圈	232242	122.34064 	90.74466 
油	231197	121.79015 	90.75684 
俩	231043	121.70902 	90.76901 
项	230765	121.56258 	90.78116 
撞	230714	121.53571 	90.79332 
瞬	230645	121.49937 	90.80547 
忆	229878	121.09533 	90.81758 
盖	229688	120.99524 	90.82968 
尤	229183	120.72921 	90.84175 
徒	228560	120.40103 	90.85379 
乡	228067	120.14133 	90.86580 
概	227790	119.99541 	90.87780 
户	227191	119.67987 	90.88977 
荡	226789	119.46810 	90.90172 
艺	226121	119.11621 	90.91363 
增	226112	119.11147 	90.92554 
祖	225814	118.95449 	90.93744 
困	225133	118.59575 	90.94930 
殿	225035	118.54413 	90.96115 
迅	225006	118.52885 	90.97300 
横	224880	118.46247 	90.98485 
范	224772	118.40558 	90.99669 
律	223633	117.80558 	91.00847 
番	223306	117.63332 	91.02023 
企	222834	117.38468 	91.03197 
惨	222830	117.38257 	91.04371 
限	222821	117.37783 	91.05545 
聚	222383	117.14710 	91.06716 
含	222331	117.11971 	91.07887 
凭	221418	116.63876 	91.09054 
剧	220880	116.35535 	91.10217 
碎	220325	116.06299 	91.11378 
躺	220026	115.90548 	91.12537 
缘	219837	115.80592 	91.13695 
凉	219565	115.66263 	91.14852 
腾	219541	115.64999 	91.16008 
织	218959	115.34341 	91.17162 
抢	218937	115.33182 	91.18315 
预	218757	115.23700 	91.19467 
沈	218519	115.11162 	91.20618 
替	218469	115.08528 	91.21769 
孔	218377	115.03682 	91.22920 
批	218230	114.95938 	91.24069 
康	217905	114.78818 	91.25217 
惑	217812	114.73919 	91.26365 
唯	217658	114.65806 	91.27511 
率	217561	114.60697 	91.28657 
惯	216834	114.22400 	91.29799 
登	215944	113.75516 	91.30937 
互	215472	113.50652 	91.32072 
盯	215010	113.26315 	91.33205 
稍	214761	113.13198 	91.34336 
宣	214690	113.09458 	91.35467 
唱	214664	113.08088 	91.36598 
诚	214660	113.07877 	91.37729 
剩	214523	113.00661 	91.38859 
咬	214227	112.85068 	91.39987 
育	214206	112.83962 	91.41116 
诸	214093	112.78009 	91.42243 
触	213212	112.31600 	91.43366 
晨	213173	112.29545 	91.44489 
策	213136	112.27596 	91.45612 
疼	213129	112.27227 	91.46735 
漫	213126	112.27069 	91.47858 
材	212793	112.09527 	91.48979 
补	212484	111.93250 	91.50098 
私	212479	111.92987 	91.51217 
吐	212473	111.92670 	91.52336 
纯	212265	111.81713 	91.53455 
艾	212019	111.68755 	91.54572 
贝	211741	111.54110 	91.55687 
谷	211522	111.42574 	91.56801 
庭	211391	111.35673 	91.57915 
挡	211337	111.32828 	91.59028 
晃	210916	111.10651 	91.60139 
吉	210857	111.07543 	91.61250 
吹	209806	110.52178 	91.62355 
仔	209161	110.18201 	91.63457 
仇	208949	110.07033 	91.64558 
凝	208926	110.05821 	91.65658 
鼓	208688	109.93284 	91.66758 
农	208656	109.91598 	91.67857 
席	208395	109.77849 	91.68954 
征	208067	109.60571 	91.70051 
帅	207990	109.56515 	91.71146 
附	207682	109.40290 	91.72240 
缺	207517	109.31598 	91.73333 
塞	206867	108.97357 	91.74423 
豪	206593	108.82923 	91.75511 
亦	205335	108.16654 	91.76593 
杜	205040	108.01114 	91.77673 
努	204860	107.91632 	91.78752 
判	204750	107.85838 	91.79831 
谋	204688	107.82572 	91.80909 
胆	204655	107.80833 	91.81987 
尘	204457	107.70403 	91.83064 
扎	204372	107.65925 	91.84141 
滚	203922	107.42220 	91.85215 
闷	203501	107.20043 	91.86287 
迟	203433	107.16461 	91.87359 
稳	203430	107.16303 	91.88430 
翼	203347	107.11930 	91.89502 
诺	203149	107.01500 	91.90572 
闲	202953	106.91175 	91.91641 
灰	202762	106.81114 	91.92709 
朵	202374	106.60675 	91.93775 
盛	202048	106.43501 	91.94839 
梁	201687	106.24485 	91.95902 
晶	201335	106.05942 	91.96962 
餐	201053	105.91087 	91.98022 
爆	199957	105.33352 	91.99075 
伦	199623	105.15757 	92.00126 
娇	199460	105.07171 	92.01177 
侧	199092	104.87785 	92.02226 
愣	198676	104.65871 	92.03273 
鼻	197996	104.30050 	92.04316 
轮	197302	103.93491 	92.05355 
昏	197245	103.90489 	92.06394 
抖	197122	103.84009 	92.07432 
陷	196684	103.60936 	92.08468 
敏	196615	103.57301 	92.09504 
词	196564	103.54615 	92.10540 
慌	196225	103.36757 	92.11573 
愤	195304	102.88240 	92.12602 
怜	195035	102.74070 	92.13630 
颤	194953	102.69750 	92.14656 
阶	194358	102.38407 	92.15680 
苍	194304	102.35562 	92.16704 
距	193245	101.79776 	92.17722 
郑	193156	101.75088 	92.18739 
川	193133	101.73876 	92.19757 
扫	192957	101.64605 	92.20773 
逼	192855	101.59232 	92.21789 
县	192413	101.35948 	92.22803 
忧	192308	101.30417 	92.23816 
童	192039	101.16247 	92.24827 
执	191171	100.70522 	92.25834 
丢	190646	100.42866 	92.26839 
荣	190645	100.42813 	92.27843 
臂	190591	100.39969 	92.28847 
逐	190582	100.39495 	92.29851 
傲	190525	100.36492 	92.30855 
戴	189960	100.06729 	92.31855 
芒	189889	100.02989 	92.32856 
庆	189750	99.95666 	92.33855 
伴	189544	99.84815 	92.34854 
袭	189129	99.62953 	92.35850 
供	188899	99.50837 	92.36845 
积	188812	99.46254 	92.37840 
测	188406	99.24867 	92.38832 
遥	188299	99.19230 	92.39824 
阻	187918	98.99160 	92.40814 
例	187039	98.52856 	92.41799 
睁	186982	98.49853 	92.42784 
岛	186833	98.42004 	92.43768 
遗	186827	98.41688 	92.44753 
瞪	186802	98.40371 	92.45737 
慕	186450	98.21829 	92.46719 
皱	186309	98.14401 	92.47700 
博	186289	98.13348 	92.48682 
幕	186169	98.07026 	92.49662 
猜	185595	97.76789 	92.50640 
益	185217	97.56877 	92.51616 
净	185047	97.47921 	92.52590 
泽	184794	97.34594 	92.53564 
炼	184752	97.32381 	92.54537 
监	184301	97.08624 	92.55508 
鸡	184249	97.05884 	92.56479 
珍	183710	96.77491 	92.57446 
伏	183556	96.69378 	92.58413 
绍	183310	96.56420 	92.59379 
曹	183285	96.55103 	92.60344 
爬	183266	96.54102 	92.61310 
丫	183167	96.48887 	92.62275 
炸	183079	96.44251 	92.63239 
壁	182739	96.26340 	92.64202 
涌	182735	96.26130 	92.65164 
凶	182557	96.16753 	92.66126 
郎	182457	96.11485 	92.67087 
宿	181931	95.83776 	92.68046 
怨	181641	95.68500 	92.69002 
醉	181356	95.53487 	92.69958 
拼	181290	95.50010 	92.70913 
迫	181073	95.38579 	92.71867 
革	180934	95.31256 	92.72820 
瞧	180832	95.25883 	92.73772 
奥	180716	95.19773 	92.74724 
输	180207	94.92959 	92.75674 
莉	180099	94.87270 	92.76622 
忠	180043	94.84320 	92.77571 
颗	179813	94.72204 	92.78518 
嗯	179528	94.57191 	92.79464 
佳	179512	94.56348 	92.80409 
旅	179263	94.43231 	92.81354 
仁	179004	94.29588 	92.82297 
鸟	178842	94.21054 	92.83239 
骗	178600	94.08306 	92.84180 
浩	178517	94.03933 	92.85120 
塔	178293	93.92134 	92.86059 
胖	178105	93.82230 	92.86997 
绪	178054	93.79544 	92.87935 
枫	177695	93.60632 	92.88871 
拔	177503	93.50518 	92.89807 
赞	177018	93.24969 	92.90739 
炮	176432	92.94100 	92.91668 
傅	176201	92.81931 	92.92597 
凯	175931	92.67708 	92.93523 
邪	175398	92.39631 	92.94447 
芳	175343	92.36733 	92.95371 
浑	175322	92.35627 	92.96295 
夺	175135	92.25776 	92.97217 
宽	175076	92.22668 	92.98139 
堆	174996	92.18454 	92.99061 
裂	174922	92.14556 	92.99983 
遭	174294	91.81474 	93.00901 
赤	174098	91.71149 	93.01818 
旋	174074	91.69885 	93.02735 
扭	173801	91.55504 	93.03651 
洁	173303	91.29270 	93.04563 
浮	173250	91.26478 	93.05476 
悉	173018	91.14257 	93.06388 
擦	172541	90.89129 	93.07296 
慧	171937	90.57312 	93.08202 
典	171037	90.09901 	93.09103 
赏	170954	90.05529 	93.10004 
匆	170609	89.87355 	93.10902 
评	170396	89.76135 	93.11800 
纵	170090	89.60015 	93.12696 
莲	169828	89.46214 	93.13591 
雾	169826	89.46108 	93.14485 
乌	169572	89.32728 	93.15379 
跃	169432	89.25353 	93.16271 
壮	169349	89.20981 	93.17163 
贴	169181	89.12131 	93.18054 
丰	169048	89.05125 	93.18945 
隔	169019	89.03597 	93.19835 
健	168908	88.97750 	93.20725 
辛	168855	88.94958 	93.21615 
抵	168424	88.72254 	93.22502 
竹	168423	88.72201 	93.23389 
彻	168415	88.71779 	93.24276 
摩	168189	88.59874 	93.25162 
轰	168120	88.56239 	93.26048 
编	167598	88.28741 	93.26931 
肚	167538	88.25581 	93.27813 
插	167435	88.20155 	93.28695 
磨	167370	88.16731 	93.29577 
哎	166400	87.65633 	93.30453 
御	166243	87.57363 	93.31329 
耐	165628	87.24966 	93.32202 
惧	165581	87.22490 	93.33074 
氏	165389	87.12376 	93.33945 
辉	165245	87.04790 	93.34816 
扶	165206	87.02735 	93.35686 
